2031	Profiling of lung tumor-infiltrating CD8 T cells according to their expression status of CD39	GPL20301	8	GSE113588	200113588	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113588/suppl/GSE113588_log2FPKM_CD39CD8TCell_NSCLC.txt.gz
2033	CTCF boundary remodels chromatin domain and drives aberrant HOX gene transcription in acute myeloid leukemia	GPL21290 GPL18573	16	GSE113191	200113191	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113191/suppl/GSE113191_WT-vs-CBS79KO_RNAseq_Differentially_expression_genes.txt.gz
2034	Leukaemic alteration of IKZF1 primes stemness and malignancy programs in human lymphocytes	GPL20301	21	GSE112124	200112124	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112124/suppl/GSE112124_genes.processed.fpkm_table.txt.gz
2035	Differentially expressed genes post knock down of lincDUSP26	GPL16791	12	GSE101342	200101342	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101342/suppl/GSE101342_All_Genes_LincDUSP_V481_cells_DESeq2.csv.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101342/suppl/GSE101342_All_Genes_LincDUSP_V703_cells_DESeq2.csv.gz
2036	Total RNA was extracted from three samples of CD33 CAR or control T cells from three different donors	GPL11154	6	GSE93386	200093386	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93386/suppl/GSE93386_CART_AML_results.txt.gz
2038	Direct interaction of MYCN and p53 regulate transcriptional responses in neuroblastoma [RNA-Seq]	GPL11154	8	GSE83327	200083327	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83327/suppl/GSE83327_quan_mycnp53.txt.gz
2039	Total RNA-seq of cancer cells with inhibition of DNA and/or histone methylation	GPL18573	30	GSE108177	200108177	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108177/suppl/GSE108177_RNA-seq_5-aza-CdR+KD.csv.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108177/suppl/GSE108177_RNA-seq_LTRs_Cell-lines.csv.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108177/suppl/GSE108177_RNA-seq_LTRs_KD.csv.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108177/suppl/GSE108177_RNA-seq_evolutionary-age.csv.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108177/suppl/GSE108177_RNA-seq_viral-defense-genes.csv.gz
2040	Molecular analysis of high-grade serous ovarian carcinoma with and without associated serous tubal intra-epithelial carcinoma [RNA-Seq; normal samples]	GPL16791	10	GSE114493	200114493	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114493/suppl/GSE114493_Proj_06156_B_htseq_all_samples.txt.gz
2041	Single cell RNA-seq and ATAC-seq of EMT induced by TGFbeta stimulation and Zeb1 overexpression	GPL16791	4	GSE114397	200114397	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114397/suppl/GSE114397_HMLE_TGFb.tsv.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114397/suppl/GSE114397_README.txt ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114397/suppl/GSE114397_cb1.txt.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114397/suppl/GSE114397_cb2.txt.gz
2043	Selectively targeting bromodomain and extraterminal proteins for degradation as a novel anti-glioblastoma strategy [RNA-seq (time course)	GPL11154	22	GSE99181	200099181	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99181/suppl/GSE99181_U87_timecourse_FPKM.tsv.gz
2044	Selectively targeting bromodomain and extraterminal proteins for degradation as a novel anti-glioblastoma strategy [RNA-seq]	GPL11154	12	GSE99175	200099175	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99175/suppl/GSE99175_U87_resistantCellLine_FPKM.tsv.gz
2049	ETS1 acts as a tumor suppressor in breast cancer by inhibiting growth-related factors	GPL18573	12	GSE106634	200106634	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106634/suppl/GSE106634_genes.FPKM_processed_file.txt.gz
2051	RNA-seq of head and neck cancer cell lines	GPL18460	4	GSE98805	200098805	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98805/suppl/GSE98805_FaDu_UMSCC47_Aza_TSA_FPKM.txt.gz
2052	Transcriptome profiling of the interconnection of pathways involved in malignant transformation and response to hypoxia	GPL16791	16	GSE109367	200109367	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109367/suppl/GSE109367_sdata_1_transcript_tpm.txt.gz
2053	APT1 regulates the asymmetric partitioning of Notch and Wnt signaling during cell division	GPL18573	9	GSE105486	200105486	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105486/suppl/GSE105486_9sampScaled_salmon.csv.gz
2056	Transcriptome sequencing after MAGOHB knockdown in MAGOH-deleted or non-deleted cancer cells	GPL18573	12	GSE113848	200113848	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113848/suppl/GSE113848_sleuth.de.results.wald.ctl.tsv.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113848/suppl/GSE113848_sleuth.de.results.wald.oe.tsv.gz
2057	mRNA-seq Whole Transcriptome Profiling of Fresh Frozen versus Archived Fixed Tissues	GPL16791	23	GSE113976	200113976	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113976/suppl/GSE113976_data_matrix.txt.gz
2058	Simultaneous and systematic analysis of cellular and viral gene expression during Enterovirus 71-induced host shutoff	GPL11154	20	GSE103308	200103308	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103308/suppl/GSE103308_norm_counts.txt.gz
2061	CBFb-SMMHC inhibition triggers apoptosis by disrupting MYC chromatin dynamics in acute myeloid leukemia [RNA-seq]	GPL11154	6	GSE101788	200101788	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101788/suppl/GSE101788_gene.diff.fpkm.csv.gz
2063	Cooptation of tandem DNA repeats for the control of epithelial-to-mesenchymal transition [RNA-Seq]	GPL11154	6	GSE88735	200088735	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88735/suppl/GSE88735_genes.counts.txt.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88735/suppl/GSE88735_genes.edgeR_results.txt.gz ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88735/suppl/GSE88735_genes.normalized_TPM.txt.gz
